ID;locale;title;descr
abed2f7a-c50e-4bc5-89fd-9a00a54b4b16;de;Sturmhöhe;Sturmhöhe (Originaltitel: Wuthering Heights) ist der einzige Roman der englischen Schriftstellerin Emily Brontë (1818–1848). Der 1847 unter dem Pseudonym Ellis Bell veröffentlichte Roman wurde vom viktorianischen Publikum weitgehend abgelehnt, heute gilt er als ein Klassiker der britischen Romanliteratur des 19. Jahrhunderts.
abed2f7a-c50e-4bc5-89fd-9a00a54b4b16;es;Cumbres Borrascosas;Cumbres Borrascosas (Título original: Wuthering Heights) es la única novela de Emily Brontë (1818–1848). Fue publicada por primera vez en 1847 bajo el seudónimo de Ellis Bell. Aunque ahora se considera un clásico de la literatura inglesa, el recibimiento inicial de Cumbres Borrascosas fue tibio en el mejor de los casos.
6869961b-c533-42b7-9d60-30fae4f46ab6;de;Jane Eyre;Jane Eyre. Eine Autobiographie (Originaltitel: Jane Eyre. An Autobiography), erstmals erschienen im Jahr 1847 unter dem Pseudonym Currer Bell, ist der erste veröffentlichte Roman der britischen Autorin Charlotte Brontë und ein Klassiker der viktorianischen Romanliteratur des 19. Jahrhunderts. Der Roman erzählt in Form einer Ich-Erzählung die Lebensgeschichte von Jane Eyre (ausgesprochen /ˌdʒeɪn ˈɛə/), die nach einer schweren Kindheit eine Stelle als Gouvernante annimmt und sich in ihren Arbeitgeber verliebt, jedoch immer wieder um ihre Freiheit und Selbstbestimmung kämpfen muss. Als klein, dünn, blass, stets schlicht dunkel gekleidet und mit strengem Mittelscheitel beschrieben, gilt die Heldin des Romans Jane Eyre nicht zuletzt aufgrund der Kino- und Fernsehversionen der melodramatischen Romanvorlage als die bekannteste englische Gouvernante der Literaturgeschichte
6869961b-c533-42b7-9d60-30fae4f46ab6;es;Jane Eyre;Jane Eyre. Una autobiografía (Título original: Jane Eyre. An Autobiography), se publicó por primera vez en 1847 bajo el pseudónimo de Currer Bell. Es la primera novela publicada por la escritora británica Charlotte Brontë y es considerada un clásico de la literatura inglesa. La novela es narrada por Jane Eyre, contada en primera persona, y cuenta su histora de vida. Luego de una infancia dificil, a los 18 años comienza a trabajar como institutriz en Thornfield Hall y se enamora de su empleador. Durante su vida, Jane lucha por su libertad e independencia. Pequeña, delgada, pálida y vestida siempre de negro, la heroína Jane Eyre se transformó, gracias al cine y televisión, en uno de los personajes mas famosos de la literatura.
b7bca6dd-0497-465e-9a5a-56f244174c8c;de;Eleonora;“Eleonora” ist eine Erzählung von Edgar Allan Poe. Sie wurde 1842 erstveröffentlicht.
b7bca6dd-0497-465e-9a5a-56f244174c8c;es;Eleonora;“Eleonora” es un cuento de Edgar Allan Poe. Se publicó por primera vez en 1842. Es considerado por algunos como un cuento autobiográfico y tiene un final relativamente feliz.
